,ef_id,category_ipcc_1996,category_ipcc_2006,gas,description,region,value_original,unit_original,value_canonical,unit_canonical,equation,technical_reference,source_of_data,data_provider
21998,329325,"4 - Agriculture
4B - Manure Management
4B9 - Poultry
","3.A.2.i - Poultry
3 - Agriculture, Forestry, and Other Land Use
3.A - Livestock
3.A.2 - Manure Management
","METHANE
",Maximum methane producing capacity for manure,"Latin America, Africa, Middle East, Asia, Indian subcontinent",0.36,m3/kg VS,,,Equation 10.23 in Volume 4 of the 2019 Refinement to the 2006 IPCC Guidelines for National Greenhouse Gas Inventories,"IPCC 2019, 2019 Refinement to the 2006 IPCC Guidelines for National Greenhouse Gas Inventories, Calvo Buendia, E., Tanabe, K., Kranjc, A., Baasansuren, J., Fukuda, M., Ngarize, S., Osako, A., Pyrozhenko, Y., Shermanau, P. and Federici, S. (eds). Published: IPCC, Switzerland.","2019 Refinement to the 2006 IPCC Guidelines for National Greenhouse Gas Inventories, Volume 4, Chapter 10, Table 10.16a - Default values for maximum methane producing capacity (Bo)",IPCC
21999,329326,"4 - Agriculture
4B - Manure Management
4B9 - Poultry
","3.A.2.i - Poultry
3 - Agriculture, Forestry, and Other Land Use
3.A - Livestock
3.A.2 - Manure Management
","METHANE
",Maximum methane producing capacity for manure,"Latin America, Africa, Middle East, Asia, Indian subcontinent",0.24,m3/kg VS,,,Equation 10.23 in Volume 4 of the 2019 Refinement to the 2006 IPCC Guidelines for National Greenhouse Gas Inventories,"IPCC 2019, 2019 Refinement to the 2006 IPCC Guidelines for National Greenhouse Gas Inventories, Calvo Buendia, E., Tanabe, K., Kranjc, A., Baasansuren, J., Fukuda, M., Ngarize, S., Osako, A., Pyrozhenko, Y., Shermanau, P. and Federici, S. (eds). Published: IPCC, Switzerland.","2019 Refinement to the 2006 IPCC Guidelines for National Greenhouse Gas Inventories, Volume 4, Chapter 10, Table 10.16a - Default values for maximum methane producing capacity (Bo)",IPCC
22001,329328,"4 - Agriculture
4B - Manure Management
4B3 - Sheep
","3.A.2.c - Sheep
3 - Agriculture, Forestry, and Other Land Use
3.A - Livestock
3.A.2 - Manure Management
","METHANE
",Maximum methane producing capacity for manure,"Latin America, Africa, Middle East, Asia, Indian subcontinent",0.19,m3/kg VS,,,Equation 10.23 in Volume 4 of the 2019 Refinement to the 2006 IPCC Guidelines for National Greenhouse Gas Inventories,"IPCC 2019, 2019 Refinement to the 2006 IPCC Guidelines for National Greenhouse Gas Inventories, Calvo Buendia, E., Tanabe, K., Kranjc, A., Baasansuren, J., Fukuda, M., Ngarize, S., Osako, A., Pyrozhenko, Y., Shermanau, P. and Federici, S. (eds). Published: IPCC, Switzerland.","2019 Refinement to the 2006 IPCC Guidelines for National Greenhouse Gas Inventories, Volume 4, Chapter 10, Table 10.16a - Default values for maximum methane producing capacity (Bo)",IPCC
22002,329329,"4 - Agriculture
4B - Manure Management
4B3 - Sheep
","3.A.2.c - Sheep
3 - Agriculture, Forestry, and Other Land Use
3.A - Livestock
3.A.2 - Manure Management
","METHANE
",Maximum methane producing capacity for manure,"Latin America, Africa, Middle East, Asia, Indian subcontinent",0.13,m3/kg VS,,,Equation 10.23 in Volume 4 of the 2019 Refinement to the 2006 IPCC Guidelines for National Greenhouse Gas Inventories,"IPCC 2019, 2019 Refinement to the 2006 IPCC Guidelines for National Greenhouse Gas Inventories, Calvo Buendia, E., Tanabe, K., Kranjc, A., Baasansuren, J., Fukuda, M., Ngarize, S., Osako, A., Pyrozhenko, Y., Shermanau, P. and Federici, S. (eds). Published: IPCC, Switzerland.","2019 Refinement to the 2006 IPCC Guidelines for National Greenhouse Gas Inventories, Volume 4, Chapter 10, Table 10.16a - Default values for maximum methane producing capacity (Bo)",IPCC
22004,329331,"4 - Agriculture
4B - Manure Management
4B4 - Goats
","3.A.2.d - Goats
3 - Agriculture, Forestry, and Other Land Use
3.A - Livestock
3.A.2 - Manure Management
","METHANE
",Maximum methane producing capacity for manure,"Latin America, Africa, Middle East, Asia, Indian subcontinent",0.18,m3/kg VS,,,Equation 10.23 in Volume 4 of the 2019 Refinement to the 2006 IPCC Guidelines for National Greenhouse Gas Inventories,"IPCC 2019, 2019 Refinement to the 2006 IPCC Guidelines for National Greenhouse Gas Inventories, Calvo Buendia, E., Tanabe, K., Kranjc, A., Baasansuren, J., Fukuda, M., Ngarize, S., Osako, A., Pyrozhenko, Y., Shermanau, P. and Federici, S. (eds). Published: IPCC, Switzerland.","2019 Refinement to the 2006 IPCC Guidelines for National Greenhouse Gas Inventories, Volume 4, Chapter 10, Table 10.16a - Default values for maximum methane producing capacity (Bo)",IPCC
22005,329332,"4 - Agriculture
4B - Manure Management
4B4 - Goats
","3.A.2.d - Goats
3 - Agriculture, Forestry, and Other Land Use
3.A - Livestock
3.A.2 - Manure Management
","METHANE
",Maximum methane producing capacity for manure,"Latin America, Africa, Middle East, Asia, Indian subcontinent",0.13,m3/kg VS,,,Equation 10.23 in Volume 4 of the 2019 Refinement to the 2006 IPCC Guidelines for National Greenhouse Gas Inventories,"IPCC 2019, 2019 Refinement to the 2006 IPCC Guidelines for National Greenhouse Gas Inventories, Calvo Buendia, E., Tanabe, K., Kranjc, A., Baasansuren, J., Fukuda, M., Ngarize, S., Osako, A., Pyrozhenko, Y., Shermanau, P. and Federici, S. (eds). Published: IPCC, Switzerland.","2019 Refinement to the 2006 IPCC Guidelines for National Greenhouse Gas Inventories, Volume 4, Chapter 10, Table 10.16a - Default values for maximum methane producing capacity (Bo)",IPCC
22007,329334,"4 - Agriculture
4B - Manure Management
4B6 - Horses
","3.A.2.f - Horses
3 - Agriculture, Forestry, and Other Land Use
3.A - Livestock
3.A.2 - Manure Management
","METHANE
",Maximum methane producing capacity for manure,"Latin America, Africa, Middle East, Asia, Indian subcontinent",0.3,m3/kg VS,,,Equation 10.23 in Volume 4 of the 2019 Refinement to the 2006 IPCC Guidelines for National Greenhouse Gas Inventories,"IPCC 2019, 2019 Refinement to the 2006 IPCC Guidelines for National Greenhouse Gas Inventories, Calvo Buendia, E., Tanabe, K., Kranjc, A., Baasansuren, J., Fukuda, M., Ngarize, S., Osako, A., Pyrozhenko, Y., Shermanau, P. and Federici, S. (eds). Published: IPCC, Switzerland.","2019 Refinement to the 2006 IPCC Guidelines for National Greenhouse Gas Inventories, Volume 4, Chapter 10, Table 10.16a - Default values for maximum methane producing capacity (Bo)",IPCC
22008,329335,"4 - Agriculture
4B - Manure Management
4B6 - Horses
","3.A.2.f - Horses
3 - Agriculture, Forestry, and Other Land Use
3.A - Livestock
3.A.2 - Manure Management
","METHANE
",Maximum methane producing capacity for manure,"Latin America, Africa, Middle East, Asia, Indian subcontinent",0.26,m3/kg VS,,,Equation 10.23 in Volume 4 of the 2019 Refinement to the 2006 IPCC Guidelines for National Greenhouse Gas Inventories,"IPCC 2019, 2019 Refinement to the 2006 IPCC Guidelines for National Greenhouse Gas Inventories, Calvo Buendia, E., Tanabe, K., Kranjc, A., Baasansuren, J., Fukuda, M., Ngarize, S., Osako, A., Pyrozhenko, Y., Shermanau, P. and Federici, S. (eds). Published: IPCC, Switzerland.","2019 Refinement to the 2006 IPCC Guidelines for National Greenhouse Gas Inventories, Volume 4, Chapter 10, Table 10.16a - Default values for maximum methane producing capacity (Bo)",IPCC
22010,329337,"4 - Agriculture
4B - Manure Management
4B7 - Mules and Asses
","3.A.2.g - Mules and Asses
3 - Agriculture, Forestry, and Other Land Use
3.A - Livestock
3.A.2 - Manure Management
","METHANE
",Maximum methane producing capacity for manure,"Latin America, Africa, Middle East, Asia, Indian subcontinent",0.33,m3/kg VS,,,Equation 10.23 in Volume 4 of the 2019 Refinement to the 2006 IPCC Guidelines for National Greenhouse Gas Inventories,"IPCC 2019, 2019 Refinement to the 2006 IPCC Guidelines for National Greenhouse Gas Inventories, Calvo Buendia, E., Tanabe, K., Kranjc, A., Baasansuren, J., Fukuda, M., Ngarize, S., Osako, A., Pyrozhenko, Y., Shermanau, P. and Federici, S. (eds). Published: IPCC, Switzerland.","2019 Refinement to the 2006 IPCC Guidelines for National Greenhouse Gas Inventories, Volume 4, Chapter 10, Table 10.16a - Default values for maximum methane producing capacity (Bo)",IPCC
22011,329338,"4 - Agriculture
4B - Manure Management
4B7 - Mules and Asses
","3.A.2.g - Mules and Asses
3 - Agriculture, Forestry, and Other Land Use
3.A - Livestock
3.A.2 - Manure Management
","METHANE
",Maximum methane producing capacity for manure,"Latin America, Africa, Middle East, Asia, Indian subcontinent",0.26,m3/kg VS,,,Equation 10.23 in Volume 4 of the 2019 Refinement to the 2006 IPCC Guidelines for National Greenhouse Gas Inventories,"IPCC 2019, 2019 Refinement to the 2006 IPCC Guidelines for National Greenhouse Gas Inventories, Calvo Buendia, E., Tanabe, K., Kranjc, A., Baasansuren, J., Fukuda, M., Ngarize, S., Osako, A., Pyrozhenko, Y., Shermanau, P. and Federici, S. (eds). Published: IPCC, Switzerland.","2019 Refinement to the 2006 IPCC Guidelines for National Greenhouse Gas Inventories, Volume 4, Chapter 10, Table 10.16a - Default values for maximum methane producing capacity (Bo)",IPCC
22013,329340,"4 - Agriculture
4B - Manure Management
4B5 - Camels and Llamas
","3.A.2.e - Camels
3 - Agriculture, Forestry, and Other Land Use
3.A - Livestock
3.A.2 - Manure Management
","METHANE
",Maximum methane producing capacity for manure,"Latin America, Africa, Middle East, Asia, Indian subcontinent",0.26,m3/kg VS,,,Equation 10.23 in Volume 4 of the 2019 Refinement to the 2006 IPCC Guidelines for National Greenhouse Gas Inventories,"IPCC 2019, 2019 Refinement to the 2006 IPCC Guidelines for National Greenhouse Gas Inventories, Calvo Buendia, E., Tanabe, K., Kranjc, A., Baasansuren, J., Fukuda, M., Ngarize, S., Osako, A., Pyrozhenko, Y., Shermanau, P. and Federici, S. (eds). Published: IPCC, Switzerland.","2019 Refinement to the 2006 IPCC Guidelines for National Greenhouse Gas Inventories, Volume 4, Chapter 10, Table 10.16a - Default values for maximum methane producing capacity (Bo)",IPCC
22014,329341,"4 - Agriculture
4B - Manure Management
4B5 - Camels and Llamas
","3.A.2.e - Camels
3 - Agriculture, Forestry, and Other Land Use
3.A - Livestock
3.A.2 - Manure Management
","METHANE
",Maximum methane producing capacity for manure,"Latin America, Africa, Middle East, Asia, Indian subcontinent",0.21,m3/kg VS,,,Equation 10.23 in Volume 4 of the 2019 Refinement to the 2006 IPCC Guidelines for National Greenhouse Gas Inventories,"IPCC 2019, 2019 Refinement to the 2006 IPCC Guidelines for National Greenhouse Gas Inventories, Calvo Buendia, E., Tanabe, K., Kranjc, A., Baasansuren, J., Fukuda, M., Ngarize, S., Osako, A., Pyrozhenko, Y., Shermanau, P. and Federici, S. (eds). Published: IPCC, Switzerland.","2019 Refinement to the 2006 IPCC Guidelines for National Greenhouse Gas Inventories, Volume 4, Chapter 10, Table 10.16a - Default values for maximum methane producing capacity (Bo)",IPCC
22158,329485,"4 - Agriculture
4B - Manure Management
4B1a - Dairy
","3.A.2.a.i - Dairy cows
3 - Agriculture, Forestry, and Other Land Use
3.A - Livestock
3.A.2 - Manure Management
","NITROUS OXIDE
",,Indian subcontinent,0.65,kg N/1000 kg animal mass/day,,,Equation 10.30 in Volume 4 of the 2019 Refinement to the 2006 IPCC Guidelines for National Greenhouse Gas Inventories,Values are derived from diets used in the calculation of enteric fermentation Tier 1 emission factors (Annex 10A.1),"2019 Refinement to the 2006 IPCC Guidelines for National Greenhouse Gas Inventories, Volume 4, Chapter 10, Table 10.19 - Default values for nitrogen excretion rate; Table 10A.5 - Default values of live weights for animal categories",IPCC
22159,329486,"4 - Agriculture
4B - Manure Management
4B1a - Dairy
","3.A.2.a.i - Dairy cows
3 - Agriculture, Forestry, and Other Land Use
3.A - Livestock
3.A.2 - Manure Management
","NITROUS OXIDE
",,Indian subcontinent,0.51,kg N/1000 kg animal mass/day,,,Equation 10.30 in Volume 4 of the 2019 Refinement to the 2006 IPCC Guidelines for National Greenhouse Gas Inventories,Values are derived from diets used in the calculation of enteric fermentation Tier 1 emission factors (Annex 10A.1),"2019 Refinement to the 2006 IPCC Guidelines for National Greenhouse Gas Inventories, Volume 4, Chapter 10, Table 10.19 - Default values for nitrogen excretion rate; Table 10A.5 - Default values of live weights for animal categories",IPCC
22160,329487,"4 - Agriculture
4B - Manure Management
4B1a - Dairy
","3.A.2.a.i - Dairy cows
3 - Agriculture, Forestry, and Other Land Use
3.A - Livestock
3.A.2 - Manure Management
","NITROUS OXIDE
",,Indian subcontinent,0.7,kg N/1000 kg animal mass/day,,,Equation 10.30 in Volume 4 of the 2019 Refinement to the 2006 IPCC Guidelines for National Greenhouse Gas Inventories,Values are derived from diets used in the calculation of enteric fermentation Tier 1 emission factors (Annex 10A.1),"2019 Refinement to the 2006 IPCC Guidelines for National Greenhouse Gas Inventories, Volume 4, Chapter 10, Table 10.19 - Default values for nitrogen excretion rate; Table 10A.5 - Default values of live weights for animal categories",IPCC
22177,329504,"4 - Agriculture
4B - Manure Management
4B1b - Non-Dairy
","3.A.2.a.ii - Other cattle
3 - Agriculture, Forestry, and Other Land Use
3.A - Livestock
3.A.2 - Manure Management
","NITROUS OXIDE
",,Indian subcontinent,0.44,kg N/1000 kg animal mass/day,,,Equation 10.30 in Volume 4 of the 2019 Refinement to the 2006 IPCC Guidelines for National Greenhouse Gas Inventories,Values are derived from diets used in the calculation of enteric fermentation Tier 1 emission factors (Annex 10A.1),"2019 Refinement to the 2006 IPCC Guidelines for National Greenhouse Gas Inventories, Volume 4, Chapter 10, Table 10.19 - Default values for nitrogen excretion rate; Table 10A.5 - Default values of live weights for animal categories",IPCC
22178,329505,"4 - Agriculture
4B - Manure Management
4B1b - Non-Dairy
","3.A.2.a.ii - Other cattle
3 - Agriculture, Forestry, and Other Land Use
3.A - Livestock
3.A.2 - Manure Management
","NITROUS OXIDE
",,Indian subcontinent,0.64,kg N/1000 kg animal mass/day,,,Equation 10.30 in Volume 4 of the 2019 Refinement to the 2006 IPCC Guidelines for National Greenhouse Gas Inventories,Values are derived from diets used in the calculation of enteric fermentation Tier 1 emission factors (Annex 10A.1),"2019 Refinement to the 2006 IPCC Guidelines for National Greenhouse Gas Inventories, Volume 4, Chapter 10, Table 10.19 - Default values for nitrogen excretion rate; Table 10A.5 - Default values of live weights for animal categories",IPCC
22179,329506,"4 - Agriculture
4B - Manure Management
4B1b - Non-Dairy
","3.A.2.a.ii - Other cattle
3 - Agriculture, Forestry, and Other Land Use
3.A - Livestock
3.A.2 - Manure Management
","NITROUS OXIDE
",,Indian subcontinent,0.41,kg N/1000 kg animal mass/day,,,Equation 10.30 in Volume 4 of the 2019 Refinement to the 2006 IPCC Guidelines for National Greenhouse Gas Inventories,Values are derived from diets used in the calculation of enteric fermentation Tier 1 emission factors (Annex 10A.1),"2019 Refinement to the 2006 IPCC Guidelines for National Greenhouse Gas Inventories, Volume 4, Chapter 10, Table 10.19 - Default values for nitrogen excretion rate; Table 10A.5 - Default values of live weights for animal categories",IPCC
22186,329513,"4 - Agriculture
4B - Manure Management
4B2 - Buffalo
","3.A.2.b - Buffalo
3 - Agriculture, Forestry, and Other Land Use
3.A - Livestock
3.A.2 - Manure Management
","NITROUS OXIDE
",,Indian subcontinent,0.58,kg N/1000 kg animal mass/day,,,Equation 10.30 in Volume 4 of the 2019 Refinement to the 2006 IPCC Guidelines for National Greenhouse Gas Inventories,Values are derived from diets used in the calculation of enteric fermentation Tier 1 emission factors (Annex 10A.1),"2019 Refinement to the 2006 IPCC Guidelines for National Greenhouse Gas Inventories, Volume 4, Chapter 10, Table 10.19 - Default values for nitrogen excretion rate; Table 10A.5 - Default values of live weights for animal categories",IPCC
22203,329530,"4 - Agriculture
4B - Manure Management
4B8 - Swine
","3.A.2.h - Swine
3 - Agriculture, Forestry, and Other Land Use
3.A - Livestock
3.A.2 - Manure Management
","NITROUS OXIDE
",,Indian subcontinent,0.68,kg N/1000 kg animal mass/day,,,Equation 10.30 in Volume 4 of the 2019 Refinement to the 2006 IPCC Guidelines for National Greenhouse Gas Inventories,"FAO (2017) Global Livestock Environmental Assessment Model v2.0. Data reference year 2010. Revision 4, June 2017. Available at: http://www.fao.org/fileadmin/user_upload/gleam/docs/GLEAM_2.0_Model_description.pdf. Rome, Italy: Food and Agriculture Oganization of the United Nations.","2019 Refinement to the 2006 IPCC Guidelines for National Greenhouse Gas Inventories, Volume 4, Chapter 10, Table 10.19 - Default values for nitrogen excretion rate; Table 10A.5 - Default values of live weights for animal categories",IPCC
